Company Name,Website,Source,WhatsApp Link,Phone Number,WhatsApp Source,Contact Person,Contact Title,Contact Email,Founder Source,All Emails Found
Zürich Helvetiaplatz,https://www.mobility.ch,OSM,https://wa.me/06344795,06344795,wa.me API check,,,office@mobility.ch,none,office@mobility.ch
estia Home of Taste,https://www.estiahomeoftaste.ch,OSM,https://wa.me/02174924,02174924,site mentions WhatsApp,,,info@estiahomeoftaste.ch,none,info@estiahomeoftaste.ch
Krone Unterstrass,https://hotel-krone.ch,OSM,https://wa.me/09661217877581,09661217877581,site mentions WhatsApp,,,info@hotel-krone.ch,none,info@hotel-krone.ch
Mère Catherine,https://www.mere-catherine.ch,OSM,https://wa.me/0442505940,0442505940,site mentions WhatsApp,,,merecatherine@commercio.ch,none,merecatherine@commercio.ch
Haus zum Rüden,https://www.haus-zum-rueden.ch,OSM,https://wa.me/026041288113,026041288113,site mentions WhatsApp,,,info@hauszumrueden.ch,none,info@hauszumrueden.ch
Food Corner,https://www.foodcorner-swiss.ch,OSM,https://wa.me/04900491,04900491,site mentions WhatsApp,,,info@foodcorner-swiss.ch,none,info@foodcorner-swiss.ch
Arcade Pizzeria,https://arcadepizzeria.ch,OSM,https://wa.me/03000494869015562,03000494869015562,site mentions WhatsApp,,,info@arcadepizzeria.ch,none,info@arcadepizzeria.ch
Sando,https://sandoburger.com,OSM,https://wa.me/0844507,0844507,site mentions WhatsApp,,,ivalu@sandorestaurant.ch,none,ivalu@sandorestaurant.ch; yoss@kakinuma.ch
Vulkan,https://www.restaurant-vulkan.ch,OSM,https://wa.me/0260328,0260328,site mentions WhatsApp,,,info@restaurant-vulkan.ch,none,info@restaurant-vulkan.ch
Rheinfelder Bierhaus,https://restaurant-rheinfelderbierhaus.ch,OSM,https://wa.me/0442512991,0442512991,site mentions WhatsApp,,,info@restaurant-rheinfelderbierhaus.ch,none,info@restaurant-rheinfelderbierhaus.ch
Big Ben Pub,https://bigbenpubzurich.ch,OSM,https://wa.me/04112022,04112022,site mentions WhatsApp,,,info@bigbenpubzurich.ch,none,info@bigbenpubzurich.ch
Del Sole Pizzakurier,https://www.pizza-delsole.ch,OSM,https://wa.me/07686662,07686662,site mentions WhatsApp,,,info@pizza-delsole.ch,none,info@pizza-delsole.ch
Wöschi,https://www.woeschi.ch,OSM,https://wa.me/0260404,0260404,site mentions WhatsApp,,,info@woeschi.ch,none,info@woeschi.ch
Da Carlo,https://www.ristorante-dacarlo.ch,OSM,https://wa.me/020200513,020200513,site mentions WhatsApp,,,kontakt@ristorante-dacarlo.ch,none,kontakt@ristorante-dacarlo.ch
Restaurant Bahnhof Wiedikon,https://restaurant-bahnhofwiedikon.ch,OSM,https://wa.me/0444626424,0444626424,site mentions WhatsApp,,,info@restaurant-bahnhofwiedikon.ch,none,info@restaurant-bahnhofwiedikon.ch
Veloatelier,https://www.veloatelier.ch,OSM,https://wa.me/0260729,0260729,site mentions WhatsApp,,,info@veloatelier.ch,none,info@veloatelier.ch
Peter & Vreni Schuhmode,https://www.schuhmode.ch,OSM,https://wa.me/080808035,080808035,site mentions WhatsApp,,,schuhmode@bluewin.ch,none,schuhmode@bluewin.ch
Blumen Haab,https://blumenhaab.ch,OSM,https://wa.me/0707530354,0707530354,site mentions WhatsApp,,,info@blumenhaab.ch,none,info@blumenhaab.ch
Damas,https://www.restaurantdamas.ch,OSM,https://wa.me/0396455,0396455,site mentions WhatsApp,,,info@restaurantdamas.ch,none,info@restaurantdamas.ch
India Supermarkt Maharajah,https://www.indiasupermarkt.ch,OSM,https://wa.me/0250321,0250321,site mentions WhatsApp,India Supermarkt,Managing Director,contact-info@indiasupermarkt.ch,website,contact-info@indiasupermarkt.ch; info@indiasupermarkt.ch
Passissimo,https://passissimo.ch,OSM,https://wa.me/01320137,01320137,site mentions WhatsApp,,,shop@passissimo.ch,none,shop@passissimo.ch
Allegra Kinderhaus Im Birch,https://unsere-champions.ch/imbirch,OSM,https://wa.me/0466243,0466243,site mentions WhatsApp,Dein Ansprech,partner,dein.ansprech@unsere-champions.ch,website,dein.ansprech@unsere-champions.ch
Hardhof,https://restaurant-hardhof.ch,OSM,https://wa.me/010001000,010001000,site mentions WhatsApp,,,info@restaurant-hardhof.ch,none,info@restaurant-hardhof.ch
Gambrinus,https://gambrinus-langstrasse.ch,OSM,https://wa.me/0442411260,0442411260,site mentions WhatsApp,,,info@gambrinus-langstrasse.ch,none,info@gambrinus-langstrasse.ch
Safran,https://safran-duebendorf.ch,OSM,https://wa.me/0356422,0356422,site mentions WhatsApp,,,info@safran-duebendorf.ch,none,info@safran-duebendorf.ch
Restaurant Haldenbach,https://www.restauranthaldenbach.ch,OSM,https://wa.me/04900491,04900491,site mentions WhatsApp,,,info@restauranthaldenbach.ch,none,info@restauranthaldenbach.ch
Dr. Andres Apotheke Stadelhofen,https://www.apothekestadelhofen.ch,OSM,https://wa.me/0280490,0280490,wa.me API check,,,apothekestadelhofen@ovan.ch,none,info@apothekestadelhofen.ch; apothekestadelhofen@ovan.ch
Wien Zeile,https://www.kaiser-wienzeile.ch,OSM,https://wa.me/01020103,01020103,site mentions WhatsApp,Egg Zur,Partner,kaiser@kaiser-wienzeile.ch,website,kaiser@kaiser-wienzeile.ch
BOOSTER,https://www.booster.ch,OSM,https://wa.me/0250902,0250902,site mentions WhatsApp,Lederjacke Perfe,cto,info@booster.ch,website,info@booster.ch
Roxy,https://www.roxymusikbar.ch,OSM,https://wa.me/0409999999,0409999999,site mentions WhatsApp,,,mail@roxymusikbar.ch,none,mail@roxymusikbar.ch
Peking Garden,https://peking-garden.ch,OSM,https://wa.me/0260720,0260720,site mentions WhatsApp,Jobs Angebot,Partner,jobs.angebot@peking-garden.ch,website,info@peking-garden.ch; jobs.angebot@peking-garden.ch
Brasserie Café de Paris,https://www.brasseriedeparis.ch,OSM,https://wa.me/01000130,01000130,site mentions WhatsApp,,,amour@brasseriedeparis.ch,none,amour@brasseriedeparis.ch
Der Wilde Kaiser,https://www.derwildekaiser.ch,OSM,https://wa.me/075796247,075796247,site mentions WhatsApp,,,kaiser@derwildekaiser.ch,none,kaiser@derwildekaiser.ch
Albis-Apotheke,https://www.albisapotheke.ch,OSM,https://wa.me/01765229,01765229,site mentions WhatsApp,,,albisapotheke@ovan.ch,none,albisapotheke@ovan.ch
Red Lips Cabaret Bar,https://red-lips.ch,OSM,https://wa.me/0251204,0251204,site mentions WhatsApp,Jedes Mal,leitung,jedes.mal@red-lips.ch,website,info@red-lips.ch; dpo-google@google.com; dpo@hotjar.com; jedes.mal@red-lips.ch
Club el Social,https://www.elsocial.ch,OSM,https://wa.me/06715573,06715573,site mentions WhatsApp,,,info@elsocial.ch,none,info@elsocial.ch
Emmaus Brockenhaus,https://www.emmaus-zh.ch,OSM,https://wa.me/0499321785235199,0499321785235199,site mentions WhatsApp,,,hello@emmaus-zh.ch,none,hello@emmaus-zh.ch
Stubä,https://www.stube.me,OSM,https://wa.me/01307879861,01307879861,wa.me API check,,,booking@stubae.ch,none,booking@stubae.ch
Namaste,https://namaste-oerlikon.ch,OSM,https://wa.me/0260409,0260409,site mentions WhatsApp,,,info@namaste-oerlikon.ch,none,info@namaste-oerlikon.ch
Geeren,https://www.geeren.ch,OSM,https://wa.me/0260720,0260720,site mentions WhatsApp,,,info@geeren.ch,none,info@geeren.ch
Götte Optik,https://www.goetteoptik.ch,OSM,https://wa.me/0251556,0251556,site mentions WhatsApp,,,mail@goetteoptik.ch,none,mail@goetteoptik.ch
liluca,https://www.liluca.ch/zuerich,OSM,https://wa.me/0251212,0251212,site mentions WhatsApp,,,90zuerich@liluca.ch,none,90zuerich@liluca.ch; st.gallen@liluca.ch; zuerich@liluca.ch
D-Vino,https://www.d-vino.ch,OSM,https://wa.me/0240808,0240808,site mentions WhatsApp,,,info@d-vino.ch,none,info@d-vino.ch
TopClean,https://www.zebrafashion.com,OSM,https://wa.me/0190930,0190930,site mentions WhatsApp,,,service@zebrafashion.com,none,service@zebrafashion.com
Zentral,https://www.zentralthairestaurant.ch,OSM,https://wa.me/0610218,0610218,site mentions WhatsApp,Thai Restaurant,Team Member,info@zentralthairestaurant.ch,website,info@zentralthairestaurant.ch
marktküche,https://www.marktkueche.ch,OSM,https://wa.me/01520153,01520153,site mentions WhatsApp,,,info@marktkueche.ch,none,info@marktkueche.ch
Chifa Izakaya,https://chifa-izakaya.ch,OSM,https://wa.me/0260703,0260703,site mentions WhatsApp,Pulpo Gangnam,cto,pulpo.gangnam@chifa-izakaya.ch,website,info@chifa-izakaya.ch; pulpo.gangnam@chifa-izakaya.ch
Gamper,https://www.gamper-restaurant.ch,OSM,https://wa.me/0100749593,0100749593,site mentions WhatsApp,,,info@gamper-bar.ch,none,info@gamper-bar.ch; info@gamper-restaurant.ch
Brera,https://www.brera.ch,OSM,https://wa.me/04900491,04900491,site mentions WhatsApp,,,ciao@brera.ch,none,ciao@brera.ch
Tadka,https://tadka.ch,OSM,https://wa.me/0210401,0210401,site mentions WhatsApp,,,reservation@tadka.ch,none,info@tadka.ch; reservation@tadka.ch
Swiss Star Tower,https://www.swiss-star.com,OSM,https://wa.me/0312911,0312911,site mentions WhatsApp,,,info@kindofahotel.com,none,info@kindofahotel.com
Za'atar,https://www.zaatar.ch,OSM,https://wa.me/0260513,0260513,site mentions WhatsApp,,,info@zaatar.ch,none,info@zaatar.ch
PrimeAD AG,https://primeconsulting.ch,OSM,https://wa.me/0260710,0260710,site mentions WhatsApp,Consulting Dienstleistungen,Partner,consulting.dienstleistungen@primeconsulting.ch,website,info@primeconsulting.ch; consulting.dienstleistungen@primeconsulting.ch
Hairstylist Pierre,https://www.hairstylist-pierre.ch,OSM,https://wa.me/0260626,0260626,site mentions WhatsApp,Hairstylist Pierre,Partner,info@hairstylist-pierre.ch,website,info@hairstylist-pierre.ch
Coiffeur Tablo,https://www.coiffeur-tablo.ch,OSM,https://wa.me/077388215,077388215,site mentions WhatsApp,Baki Rashid,Inhaber,info@coiffeur-tablo.ch,website,info@coiffeur-tablo.ch; info@ledesign.ch
Renos Relax,https://www.renosrelax.ch,OSM,https://wa.me/01665035,01665035,site mentions WhatsApp,,,info@renosrelax.ch,none,info@renosrelax.ch
Ichizen,https://www.ichizen-japan-restaurant.ch,OSM,https://wa.me/0957316,0957316,site mentions WhatsApp,,,welcome@ichizen-japan-restaurant.ch,none,welcome@ichizen-japan-restaurant.ch
Mary Jane,https://mary-jane.ch,OSM,https://wa.me/0886227623340,0886227623340,site mentions WhatsApp,,,info@mary-jane.ch,none,info@mary-jane.ch; mail@mary-jane.ch
Molino,https://molino.ch/de/pizzeria-ristorante-molino-stauffacher,OSM,https://wa.me/0230920152300,0230920152300,site mentions WhatsApp,Expansion Consulting,Partner,expansion.consulting@molino.ch,website,info@molino.ch; expansion.consulting@molino.ch
Solide,https://solide-club.ch,OSM,https://wa.me/0448975,0448975,site mentions WhatsApp,,,welcome@club-solide.ch,none,welcome@club-solide.ch
Hasta Ice Cream,https://www.hasta.ch,OSM,https://wa.me/0978779,0978779,site mentions WhatsApp,,,info@hasta.ch,none,info@hasta.ch
Haareschööön,https://www.luxury-shops.com,OSM,https://wa.me/0588621771,0588621771,site mentions WhatsApp,,,luxury@luxury-shops.com,none,luxury@luxury-shops.com
Street-Files Viadukt,https://www.street-files.com,OSM,https://wa.me/0403978232185,0403978232185,wa.me API check,,,info@street-files.com,none,info@street-files.com
August Laube Buch-und Kunstantiquariat,https://augustlaube.ch,OSM,https://wa.me/0260728,0260728,site mentions WhatsApp,,,augustlaube@augustlaube.ch,none,augustlaube@augustlaube.ch
D'Aurora,https://www.daurora.ch,OSM,https://wa.me/0442419015,0442419015,site mentions WhatsApp,,,info@daurora.ch,none,info@daurora.ch
Buchantiquariat Benz,https://eosbooks.ch,OSM,https://wa.me/0161013,0161013,site mentions WhatsApp,Artikel Start,Partner,artikel@eosbooks.ch,website,eos@eosbooks.ch; gertrud@eosbooks.ch; artikel@eosbooks.ch
Lou's Restaurant & Bar,https://www.lous-restaurant.ch,OSM,https://wa.me/0444510707,0444510707,site mentions WhatsApp,,,info@lous-restaurant.ch,none,info@lous-restaurant.ch
Don Leone,https://www.donleone.ch,OSM,https://wa.me/0230625,0230625,site mentions WhatsApp,Unternehmen Jobs,Partner,laperitivo@donleone.ch,website,laperitivo@donleone.ch; stauffacher@donleone.ch; waffenplatz@donleone.ch
E.X. 4,https://www.ex4bar.ch,OSM,https://wa.me/0231123,0231123,site mentions WhatsApp,,,hello@ex4bar.ch,none,hello@ex4bar.ch
Swiss Star Guesthouse District 4,https://swiss-star.com,OSM,https://wa.me/0312911,0312911,site mentions WhatsApp,,,info@kindofahotel.com,none,info@kindofahotel.com
ghel,https://www.ghel.ch/salon/stauffacher,OSM,https://wa.me/0190717,0190717,site mentions WhatsApp,Best Instagram,Partner,info@ghel.ch,website,info@ghel.ch
Fahrschule L66,http://www.l66.ch,OSM,https://wa.me/0756354,0756354,site mentions WhatsApp,Frau Isolde,Gründer,info@ernes.ch,website,info@ernes.ch; info@hondacenter.ch; info@meyerpiaggio.ch; info@mueller-jussel.ch; info@piaggio-center-fontana.ch; info@yellow-point.ch; hallo@fahrschul-center.ch; zuerich-sued@hostettler-moto.ch
Atelier Agave,https://atelieragave.com,OSM,https://wa.me/05480423515185561471,05480423515185561471,site mentions WhatsApp,Ansehen Badt,cto,ansehen.badt@atelieragave.com,website,info@atelieragave.com; ansehen.badt@atelieragave.com
The Sacred,https://vegelateria.ch,OSM,https://wa.me/0140420,0140420,site mentions WhatsApp,,,info@vegelateria.ch,none,info@vegelateria.ch
SehFelder,https://www.sehfelder.ch,OSM,https://wa.me/054936319,054936319,site mentions WhatsApp,,,mail@sehfelder.ch,none,mail@sehfelder.ch
Blue Lemon,https://www.bluelemon.ch,OSM,https://wa.me/06195562,06195562,site mentions WhatsApp,,,basel@bluelemon.ch,none,info@bluelemon.ch; basel@bluelemon.ch; ihre-email@beispiel.com
Giesserei Oerlikon,https://diegiesserei.ch,OSM,https://wa.me/0559310,0559310,site mentions WhatsApp,Familie Nyffenegger,eigentümer,familie.nyffenegger@diegiesserei.ch,website,info@diegiesserei.ch; familie.nyffenegger@diegiesserei.ch
Indian BBQ,https://www.indian-bbq.ch,OSM,https://wa.me/0260629,0260629,site mentions WhatsApp,,,bart@sparklingbrands.ch,none,info@indian-bbq.ch; bart@sparklingbrands.ch
Toro Bar,https://www.torobar.com,OSM,https://wa.me/08792081,08792081,site mentions WhatsApp,,,info@torobar.com,none,info@torobar.com
ZEOT - Tanzschule für orientalischen Tanz,https://www.zeot.ch,OSM,https://wa.me/01447536091396,01447536091396,site mentions WhatsApp,Courses Timetable,cto,info@zeot.ch,website,info@zeot.ch
Amboss Rampe,https://ambossrampe.ch/rampe,OSM,https://wa.me/0260212,0260212,site mentions WhatsApp,Amboss Bier,Gründer,amboss.bier@ambossrampe.ch,website,mail@ambossrampe.ch; amboss.bier@ambossrampe.ch
StarTV,https://startv.ch,OSM,https://wa.me/0260726,0260726,site mentions WhatsApp,Medien Geschichte,Partner,medien.geschichte@startv.ch,website,info@startv.ch; medien.geschichte@startv.ch
X Bar,https://xbar-schlieren.ch,OSM,https://wa.me/0240116,0240116,site mentions WhatsApp,,,info@xbar-schlieren.ch,none,info@xbar-schlieren.ch
Fledermäuse,https://www.fledermausschutz.ch,OSM,https://wa.me/0793306060,0793306060,site mentions WhatsApp,Krättli Biologe,Geschäftsführer,fledermaus@zoo.ch,website,fledermaus@zoo.ch
Fledermaus-Notpflegestation,https://fledermausschutz.ch/notpflegestation,OSM,https://wa.me/02193957,02193957,site mentions WhatsApp,Bat Kantone,Partner,bat.kantone@fledermausschutz.ch,website,fledermaus@zoo.ch; bat.kantone@fledermausschutz.ch
Blue Tomato,https://www.blue-tomato.com/de-CH/shop/zuerich,OSM,https://wa.me/07231956145986342629,07231956145986342629,site mentions WhatsApp,,,info@blue-tomato.com,none,info@blue-tomato.com
Pill Apotheke Neumünster,https://www.pill.ch/standorte/pill-apotheke-neumuenster.html,OSM,https://wa.me/0230904,0230904,site mentions WhatsApp,Bauen Sie,Partner,neumuenster@ovan.ch,website,neumuenster@ovan.ch; neumuenster@pill.ch
Damas,https://restaurantdamas.ch,OSM,https://wa.me/057417596,057417596,site mentions WhatsApp,,,info@restaurantdamas.ch,none,info@restaurantdamas.ch
Luca²,https://www.restaurant-luca.ch,OSM,https://wa.me/0260226,0260226,site mentions WhatsApp,Felix Schulz,leitung,info@restaurant-luca.ch,website,info@restaurant-luca.ch
Sham,https://www.restaurant-sham.ch,OSM,https://wa.me/01320137,01320137,site mentions WhatsApp,,,info@restaurant-sham.ch,none,info@restaurant-sham.ch
Sajeeka,https://www.sajeeka.ch,OSM,https://wa.me/0260430,0260430,site mentions WhatsApp,Themenbereiche Kosmetik,Partner,info@sajeeka.ch,website,info@sajeeka.ch
Com2Net,https://www.com2net.ch,OSM,https://wa.me/0470085,0470085,site mentions WhatsApp,,,info@com2net.ch,none,info@com2net.ch
Dreier Cycles,https://www.dreiercycles.com,OSM,https://wa.me/0796195253,0796195253,site mentions WhatsApp,,,info@dreiercycles.com,none,info@dreiercycles.com
Olympia,https://www.hotelolympia.ch,OSM,https://wa.me/0251141,0251141,site mentions WhatsApp,,,info@hotelolympia.ch,none,info@hotelolympia.ch
Bottega Berta,https://www.bottegaberta.ch,OSM,https://wa.me/0260720,0260720,site mentions WhatsApp,,,info@bottegaberta.ch,none,info@bottegaberta.ch
Garhwal,https://garhwalrestaurant.ch,OSM,https://wa.me/0142015,0142015,site mentions WhatsApp,,,info@garhwalrestaurant.ch,none,info@garhwalrestaurant.ch
Hair & Beauty Studio Zürich,https://hair-and-beauty-studio.ch,OSM,https://wa.me/01520153,01520153,site mentions WhatsApp,,,hairbeautystudiozrich@hair-and-beauty-studio.ch,none,info@sbacademy.ch; hairbeautystudiozrich@hair-and-beauty-studio.ch
DA NOI,https://www.danoi.me,OSM,https://wa.me/0433445544,0433445544,site mentions WhatsApp,More Use,partner,info@danoi.ch,website,info@danoi.ch; marco.rampinelli@dapone.ch
Don Leone,https://donleone.ch/waffenplatz,OSM,https://wa.me/0250202,0250202,site mentions WhatsApp,Unternehmen Jobs,Partner,unternehmen@donleone.ch,website,laperitivo@donleone.ch; stauffacher@donleone.ch; waffenplatz@donleone.ch; unternehmen@donleone.ch
La Penisola,https://lapenisola.ch,OSM,https://wa.me/0763305591,0763305591,site mentions WhatsApp,,,info@lapenisola.ch,none,info@lapenisola.ch
Turicum Automobile GmbH,https://turicum-automobile.ch,OSM,https://wa.me/0250414,0250414,site mentions WhatsApp,Inhaber Danial,Geschäftsführer,inhaber.danial@turicum-automobile.ch,website,info@cynatic.ch; info@turicum-automobile.ch; inhaber.danial@turicum-automobile.ch
Float Zürich,https://www.float-schweiz.ch,OSM,https://wa.me/0260524,0260524,site mentions WhatsApp,,,float-zuerich@mail.ch,none,float-zuerich@mail.ch
Erotik Factory,https://www.erotikfactory-zuerich.ch,OSM,https://wa.me/0211203,0211203,site mentions WhatsApp,Datenschutzerklärung Ihr,cto,info@erotikfactory.ch,website,info@erotikfactory.ch
Zürigsund Im Brühl,https://www.zuerigsund.ch,OSM,https://wa.me/01765229,01765229,site mentions WhatsApp,,,aib@ovan.ch,none,aib@ovan.ch
The Coconut,https://thecoconut.ch,OSM,https://wa.me/0180618,0180618,site mentions WhatsApp,Anonymous October,cto,anonymous.october@thecoconut.ch,website,lijo.0023@gmail.com----; anonymous.october@thecoconut.ch
Guesthouse Oerlikon,https://swiss-star.com/properties/guesthouse-zurich-oerlikon-3,OSM,https://wa.me/0312911,0312911,site mentions WhatsApp,,,info@kindofahotel.com,none,info@kindofahotel.com
Nati's Torten & Sunny Cakes Zürich,https://kreativetorten.ch,OSM,https://wa.me/01320137,01320137,site mentions WhatsApp,,,info@sunnycakes.ch,none,info@sunnycakes.ch
Hägeli Orthopädie,https://www.haegeli-orthopaedie.ch,OSM,https://wa.me/0260616,0260616,site mentions WhatsApp,,,frauenfeld@haegeli-orthopaedie.ch,none,info@haegeli-orthopaedie.ch; frauenfeld@haegeli-orthopaedie.ch; uster@haegeli-orthopaedie.ch
Tagesschule Viso Parents,https://www.visoparents.ch,OSM,https://wa.me/0260402,0260402,site mentions WhatsApp,Im Trauerfall,Partner,visoparents@visoparents.ch,website,visoparents@visoparents.ch
Apotheke Affoltern,https://www.apothekeaffoltern.ch,OSM,https://wa.me/01765229,01765229,site mentions WhatsApp,,,apothekeaffolternzh@ovan.ch,none,info@apothekeaffoltern.ch; apothekeaffolternzh@ovan.ch
Linden Uhren-Bijuterie,https://uhren-schmuck-online.ch,OSM,https://wa.me/0250812,0250812,site mentions WhatsApp,Carbon Partnerringe,Partner,carbon.partnerringe@uhren-schmuck-online.ch,website,info@uhren-schmuck-online.ch; carbon.partnerringe@uhren-schmuck-online.ch
AMW Bike,https://www.amwbike.ch,OSM,https://wa.me/0838274,0838274,site mentions WhatsApp,,,info@amwbike.ch,none,info@amwbike.ch
Sazio Osteria,https://www.sazio.ch,OSM,https://wa.me/02174924,02174924,site mentions WhatsApp,,,sazio@sazio.ch,none,sazio@sazio.ch
Kirche Lachern,https://kirchelachern.ch,OSM,https://wa.me/0447300145,0447300145,site mentions WhatsApp,Eben Ezer,Senior,eben.ezer@kirchelachern.ch,website,info@kirchelachern.ch; eben.ezer@kirchelachern.ch
Apotheke Lilie Zentrum,https://www.apolilie-zentrum.ch,OSM,https://wa.me/01765229,01765229,site mentions WhatsApp,,,info@apolilie-zentrum.ch,none,info@apolilie-zentrum.ch
Ristorante Frascati,https://molino.ch/de/ristorante-frascati,OSM,https://wa.me/0230920152300,0230920152300,site mentions WhatsApp,Expansion Consulting,Partner,expansion.consulting@molino.ch,website,info@molino.ch; expansion.consulting@molino.ch
Florentin,https://florentin.rest,OSM,https://wa.me/0795527,0795527,site mentions WhatsApp,,,info@indiantypefoundry.com,none,info@indiantypefoundry.com
Hermanseck,https://www.hermanseck.ch,OSM,https://wa.me/0260710,0260710,site mentions WhatsApp,Front Marian,Inhaber,anfragen@hermanseck.ch,website,anfragen@hermanseck.ch
Body and Face,https://www.bodyandface.ch,OSM,https://wa.me/0732552,0732552,site mentions WhatsApp,,,info@bodyandface.ch,none,info@bodyandface.ch
Tamarind Garden,https://www.tamarindgarden.ch,OSM,https://wa.me/0260425,0260425,site mentions WhatsApp,Datum Uhrzeit,partner,info@tamarindgarden.ch,website,info@tamarindgarden.ch
Lucid,https://www.zuerich.com/de/besuchen/bar-lounge/lucid-bar,OSM,https://wa.me/0241002,0241002,site mentions WhatsApp,Mitgliedschaft Jobs,Partner,info@zuerich.com,website,info@zuerich.com
New Bombay,https://newbombay-zurich.ch,OSM,https://wa.me/0260430,0260430,site mentions WhatsApp,,,20info@newbombay-zurich.ch,none,info@newbombay-zurich.ch; 20info@newbombay-zurich.ch
Fahrschule Mannhard,https://mannhard.ch,OSM,https://wa.me/01520153,01520153,site mentions WhatsApp,Marcus Tscheuschner,Geschäftsführer,marcus.tscheuschner@mannhard.ch,website,test@beispiel.com; marcus.tscheuschner@mannhard.ch
Pause im foifi,https://www.pauseimfoifi.ch,OSM,https://wa.me/0445781642,0445781642,site mentions WhatsApp,,,pause@digitecgalaxus.ch,none,pause@digitecgalaxus.ch
Kafi Seilbahn Rigiblick,https://gipfeli.ch/standorte/standortkafiseilbahnrigiblick,OSM,https://wa.me/0200729,0200729,site mentions WhatsApp,,,info@gipfeli.ch,none,info@gipfeli.ch
Molino,https://molino.ch/de/pizzeria-ristorante-molino-gasometerstrasse,OSM,https://wa.me/0230920152300,0230920152300,site mentions WhatsApp,Expansion Consulting,Partner,expansion.consulting@molino.ch,website,info@molino.ch; expansion.consulting@molino.ch
Fiechter Uhren Bijouterie,https://fiechter.ch,OSM,https://wa.me/0251025,0251025,site mentions WhatsApp,Als Premium,Partner,als.premium@fiechter.ch,website,info@fiechter.ch; als.premium@fiechter.ch
Sazio Take Away,https://www.sazio.ch,OSM,https://wa.me/02174924,02174924,site mentions WhatsApp,,,sazio@sazio.ch,none,sazio@sazio.ch
Denner,https://www.denner.ch/de,OSM,https://wa.me/0869565217,0869565217,site mentions WhatsApp,,,info@denner.ch,none,info@denner.ch
BachserMärt Paradiesli,https://www.bachsermaert.ch,OSM,https://wa.me/0191204,0191204,site mentions WhatsApp,Märt Lehre,Partner,laden@bachsermaert.ch,website,laden@bachsermaert.ch
Yardbird Southern Fried Chicken,https://www.yardbird.ch,OSM,https://wa.me/0251106,0251106,site mentions WhatsApp,Von Matt,owner,info@yardbird.ch,website,info@yardbird.ch; basel@yardbird.ch; zurich@yardbird.ch
Fressnapf,https://www.fressnapf.ch,OSM,https://wa.me/02105777,02105777,site mentions WhatsApp,Fressnapf Schweiz,Partner,kundenservice@fressnapf.ch,website,kundenservice@fressnapf.ch; kundenservice@maxizoo.ch
Virtù,https://www.ristorante-virtu.ch,OSM,https://wa.me/02174213,02174213,site mentions WhatsApp,,,mail@ristorante-virtu.ch,none,mail@ristorante-virtu.ch
Tibetaner,https://tibetaner.ch,OSM,https://wa.me/033428448,033428448,site mentions WhatsApp,,,info@tibetaner.ch,none,info@tibetaner.ch
Swiss Star Apartments,https://swiss-star.com,OSM,https://wa.me/0312911,0312911,site mentions WhatsApp,,,info@kindofahotel.com,none,info@kindofahotel.com
Rollerei,https://rollerei.ch,OSM,https://wa.me/020260215,020260215,site mentions WhatsApp,,,bestellung@rollerei.ch,none,bestellung@rollerei.ch
Helvetiaplatz,https://www.zuercher-maerkte.ch/helvetiaplatz.html,OSM,https://wa.me/0250205,0250205,site mentions WhatsApp,Bilder Box,leitung,info@codepro.ch,website,info@codepro.ch
Zebra,https://www.zebrafashion.com,OSM,https://wa.me/0190930,0190930,site mentions WhatsApp,,,service@zebrafashion.com,none,service@zebrafashion.com
Kleintierpraxis Seebach,https://www.kleintierpraxis-seebach.ch,OSM,https://wa.me/0250422,0250422,site mentions WhatsApp,Die Kleintierpraxis,Leitung,info@kleintierpraxis-seebach.ch,website,info@kleintierpraxis-seebach.ch
Tamarind Hill,https://www.tamarindhill.ch,OSM,https://wa.me/0230618,0230618,site mentions WhatsApp,Contemporary Indian,partner,info@tamarindhill.ch,website,info@tamarindhill.ch
Konrad Kaffee- & Cocktailbar (ex 0815),https://konrad.bar,OSM,https://wa.me/0230328,0230328,site mentions WhatsApp,,,info@konrad.bar,none,info@konrad.bar
Physiotherapie Kreuzplatz GmbH,https://www.physiokreuzplatz.ch,OSM,https://wa.me/01020103,01020103,site mentions WhatsApp,Die Funktionaloptometrie,Partner,info@therapiekreuzplatz.ch,website,info@therapiekreuzplatz.ch
Tekmania,https://www.tekmania.ch,OSM,https://wa.me/0445081218,0445081218,site mentions WhatsApp,,,info@tekmania.ch,none,info@tekmania.ch
Bibliothek der Museumsgesellschaft,http://www.museumsgesellschaft.ch/bibliothek,OSM,https://wa.me/0101212,0101212,site mentions WhatsApp,Bibliothekspersonal Anmeldung,leitung,bibliothek@mug.ch,website,bibliothek@mug.ch
Churrasco Steakhouse & Bar,https://churrasco.ch,OSM,https://wa.me/0260407,0260407,site mentions WhatsApp,,,info@churrasco.ch,none,info@churrasco.ch
Pizzeria Margheri,https://margheri.ch,OSM,https://wa.me/0241024,0241024,site mentions WhatsApp,,,info@margheri.ch,none,info@margheri.ch
Tramblu,https://tramblu.ch,OSM,https://wa.me/0117501821992,0117501821992,site mentions WhatsApp,,,info@tramblu.ch,none,info@tramblu.ch
Coiffeur Salon 5,https://coiffeursalon5.ch,OSM,https://wa.me/0100101,0100101,site mentions WhatsApp,Marlisa Raso,Inhaber,marlisa.raso@coiffeursalon5.ch,website,info@coiffeur-salon5.ch; marlisa.raso@coiffeursalon5.ch
